Eta Bin	Phi Bin	Content	Error
-1.33333	-1.0472	-0.0252672	0.0137674
-1.33333	-0.523599	-0.00434429	0.0138135
-1.33333	0.0	-0.000250403	0.0139553
-1.33333	0.523599	-0.00434429	0.0138135
-1.33333	1.0472	-0.0252672	0.0137674
-1.33333	1.5708	-0.00648113	0.0138399
-1.33333	2.0944	-0.0167028	0.0138611
-1.33333	2.61799	0.028873	0.0141065
-1.33333	3.14159	0.0171355	0.0139518
-1.33333	3.66519	0.028873	0.0141065
-1.33333	4.18879	-0.0167028	0.0138611
-1.33333	4.71239	-0.00648113	0.0138399
-0.888889	-1.0472	-0.0105631	0.00840219
-0.888889	-0.523599	-0.0142681	0.00838554
-0.888889	0.0	0.0248914	0.00848455
-0.888889	0.523599	-0.0142681	0.00838554
-0.888889	1.0472	-0.0105631	0.00840219
-0.888889	1.5708	-0.030587	0.00831722
-0.888889	2.0944	-0.0128981	0.0084154
-0.888889	2.61799	0.0179882	0.00853302
-0.888889	3.14159	0.0184279	0.00847662
-0.888889	3.66519	0.0179882	0.00853302
-0.888889	4.18879	-0.0128981	0.0084154
-0.888889	4.71239	-0.030587	0.00831722
-0.444444	-1.0472	-0.0199564	0.00662385
-0.444444	-0.523599	0.00220094	0.00663251
-0.444444	0.0	0.0365498	0.00673505
-0.444444	0.523599	0.00220094	0.00663251
-0.444444	1.0472	-0.0199564	0.00662385
-0.444444	1.5708	-0.0255415	0.00662428
-0.444444	2.0944	-0.0171681	0.00665884
-0.444444	2.61799	0.0161759	0.00676603
-0.444444	3.14159	0.0298598	0.00678046
-0.444444	3.66519	0.0161759	0.00676603
-0.444444	4.18879	-0.0171681	0.00665884
-0.444444	4.71239	-0.0255415	0.00662428
0.0	-1.0472	-0.00831799	0.0061587
0.0	-0.523599	0.0226653	0.00611345
0.0	-1.66533e-016	0.0629119	0.00617955
0.0	0.523599	0.0226653	0.00611345
0.0	1.0472	-0.00831799	0.0061587
0.0	1.5708	-0.0222285	0.00611394
0.0	2.0944	-0.00615361	0.00615478
0.0	2.61799	0.0121749	0.00622536
0.0	3.14159	0.0317093	0.00626863
0.0	3.66519	0.0121749	0.00622536
0.0	4.18879	-0.00615361	0.00615478
0.0	4.71239	-0.0222285	0.00611394
0.444444	-1.0472	-0.0199564	0.00662385
0.444444	-0.523599	0.00220094	0.00663251
0.444444	0.0	0.0365498	0.00673505
0.444444	0.523599	0.00220094	0.00663251
0.444444	1.0472	-0.0199564	0.00662385
0.444444	1.5708	-0.0255415	0.00662428
0.444444	2.0944	-0.0171681	0.00665884
0.444444	2.61799	0.0161759	0.00676603
0.444444	3.14159	0.0298598	0.00678046
0.444444	3.66519	0.0161759	0.00676603
0.444444	4.18879	-0.0171681	0.00665884
0.444444	4.71239	-0.0255415	0.00662428
0.888889	-1.0472	-0.0105631	0.00840219
0.888889	-0.523599	-0.0142681	0.00838554
0.888889	0.0	0.0248914	0.00848455
0.888889	0.523599	-0.0142681	0.00838554
0.888889	1.0472	-0.0105631	0.00840219
0.888889	1.5708	-0.030587	0.00831722
0.888889	2.0944	-0.0128981	0.0084154
0.888889	2.61799	0.0179882	0.00853302
0.888889	3.14159	0.0184279	0.00847662
0.888889	3.66519	0.0179882	0.00853302
0.888889	4.18879	-0.0128981	0.0084154
0.888889	4.71239	-0.030587	0.00831722
1.33333	-1.0472	-0.0252672	0.0137674
1.33333	-0.523599	-0.00434429	0.0138135
1.33333	0.0	-0.000250403	0.0139553
1.33333	0.523599	-0.00434429	0.0138135
1.33333	1.0472	-0.0252672	0.0137674
1.33333	1.5708	-0.00648113	0.0138399
1.33333	2.0944	-0.0167028	0.0138611
1.33333	2.61799	0.028873	0.0141065
1.33333	3.14159	0.0171355	0.0139518
1.33333	3.66519	0.028873	0.0141065
1.33333	4.18879	-0.0167028	0.0138611
1.33333	4.71239	-0.00648113	0.0138399
