Eta Bin	Phi Bin	Content	Error
-1.33333	-1.0472	-0.0281227	0.00640937
-1.33333	-0.523599	0.000855773	0.00641069
-1.33333	0.0	-0.00167148	0.0088484
-1.33333	0.523599	0.000855773	0.00641069
-1.33333	1.0472	-0.0281227	0.00640937
-1.33333	1.5708	-0.01487	0.00642085
-1.33333	2.0944	-0.0206648	0.0064119
-1.33333	2.61799	0.0137922	0.00641499
-1.33333	3.14159	0.014897	0.00887261
-1.33333	3.66519	0.0137922	0.00641499
-1.33333	4.18879	-0.0206648	0.0064119
-1.33333	4.71239	-0.01487	0.00642085
-0.888889	-1.0472	-0.0127808	0.0041232
-0.888889	-0.523599	0.000978916	0.00412006
-0.888889	0.0	0.0199658	0.00562916
-0.888889	0.523599	0.000978916	0.00412006
-0.888889	1.0472	-0.0127808	0.0041232
-0.888889	1.5708	-0.028283	0.00413198
-0.888889	2.0944	-0.00750667	0.00412434
-0.888889	2.61799	0.0172711	0.0041229
-0.888889	3.14159	0.0153775	0.00564785
-0.888889	3.66519	0.0172711	0.0041229
-0.888889	4.18879	-0.00750667	0.00412434
-0.888889	4.71239	-0.028283	0.00413198
-0.444444	-1.0472	-0.0171737	0.00339064
-0.444444	-0.523599	0.0109306	0.00337732
-0.444444	0.0	0.0248434	0.00454209
-0.444444	0.523599	0.0109306	0.00337732
-0.444444	1.0472	-0.0171737	0.00339064
-0.444444	1.5708	-0.0166487	0.00340168
-0.444444	2.0944	-0.00364533	0.00339838
-0.444444	2.61799	0.0127626	0.00340321
-0.444444	3.14159	0.00874834	0.00460363
-0.444444	3.66519	0.0127626	0.00340321
-0.444444	4.18879	-0.00364533	0.00339838
-0.444444	4.71239	-0.0166487	0.00340168
0.0	-1.0472	-0.0100434	0.00428707
0.0	-0.523599	0.0165852	0.00425709
0.0	-1.66533e-016	0.0542874	0.00581563
0.0	0.523599	0.0165852	0.00425709
0.0	1.0472	-0.0100434	0.00428707
0.0	1.5708	-0.0157992	0.00430755
0.0	2.0944	-0.00779212	0.00430523
0.0	2.61799	0.00813679	0.00431504
0.0	3.14159	0.0216348	0.00593933
0.0	3.66519	0.00813679	0.00431504
0.0	4.18879	-0.00779212	0.00430523
0.0	4.71239	-0.0157992	0.00430755
0.444444	-1.0472	-0.0171737	0.00339064
0.444444	-0.523599	0.0109306	0.00337732
0.444444	0.0	0.0248434	0.00454209
0.444444	0.523599	0.0109306	0.00337732
0.444444	1.0472	-0.0171737	0.00339064
0.444444	1.5708	-0.0166487	0.00340168
0.444444	2.0944	-0.00364533	0.00339838
0.444444	2.61799	0.0127626	0.00340321
0.444444	3.14159	0.00874834	0.00460363
0.444444	3.66519	0.0127626	0.00340321
0.444444	4.18879	-0.00364533	0.00339838
0.444444	4.71239	-0.0166487	0.00340168
0.888889	-1.0472	-0.0127808	0.0041232
0.888889	-0.523599	0.000978916	0.00412006
0.888889	0.0	0.0199658	0.00562916
0.888889	0.523599	0.000978916	0.00412006
0.888889	1.0472	-0.0127808	0.0041232
0.888889	1.5708	-0.028283	0.00413198
0.888889	2.0944	-0.00750667	0.00412434
0.888889	2.61799	0.0172711	0.0041229
0.888889	3.14159	0.0153775	0.00564785
0.888889	3.66519	0.0172711	0.0041229
0.888889	4.18879	-0.00750667	0.00412434
0.888889	4.71239	-0.028283	0.00413198
1.33333	-1.0472	-0.0281227	0.00640937
1.33333	-0.523599	0.000855773	0.00641069
1.33333	0.0	-0.00167148	0.0088484
1.33333	0.523599	0.000855773	0.00641069
1.33333	1.0472	-0.0281227	0.00640937
1.33333	1.5708	-0.01487	0.00642085
1.33333	2.0944	-0.0206648	0.0064119
1.33333	2.61799	0.0137922	0.00641499
1.33333	3.14159	0.014897	0.00887261
1.33333	3.66519	0.0137922	0.00641499
1.33333	4.18879	-0.0206648	0.0064119
1.33333	4.71239	-0.01487	0.00642085
