Eta Bin	Phi Bin	Content	Error
-1.77778	-0.785398	-0.0316629	0.0263542
-1.77778	0.0	-0.0752483	0.0270739
-1.77778	0.785398	-0.0316629	0.0263542
-1.77778	1.5708	-0.0476834	0.0253145
-1.77778	2.35619	0.00690962	0.0246401
-1.77778	3.14159	0.0871473	0.0262977
-1.77778	3.92699	0.00690962	0.0246401
-1.77778	4.71239	-0.0476834	0.0253145
-1.33333	-0.785398	-0.00711674	0.00821044
-1.33333	0.0	-0.00323769	0.00823869
-1.33333	0.785398	-0.00711674	0.00821044
-1.33333	1.5708	-0.0316071	0.00810496
-1.33333	2.35619	-0.00421811	0.00818911
-1.33333	3.14159	0.0179409	0.00825574
-1.33333	3.92699	-0.00421811	0.00818911
-1.33333	4.71239	-0.0316071	0.00810496
-0.888889	-0.785398	-0.00544143	0.00512459
-0.888889	0.0	0.0216871	0.0051825
-0.888889	0.785398	-0.00544143	0.00512459
-0.888889	1.5708	-0.0291185	0.00506929
-0.888889	2.35619	0.00961588	0.00513646
-0.888889	3.14159	0.0104767	0.00517404
-0.888889	3.92699	0.00961588	0.00513646
-0.888889	4.71239	-0.0291185	0.00506929
-0.444444	-0.785398	-0.000715795	0.00406193
-0.444444	0.0	0.0212974	0.00411654
-0.444444	0.785398	-0.000715795	0.00406193
-0.444444	1.5708	-0.0173455	0.00405952
-0.444444	2.35619	0.00623474	0.00410769
-0.444444	3.14159	0.0190933	0.00415088
-0.444444	3.92699	0.00623474	0.00410769
-0.444444	4.71239	-0.0173455	0.00405952
0.0	-0.785398	0.0114729	0.00376131
0.0	0	0.00472095	0.0039249
0.0	0.785398	0.0114729	0.00376131
0.0	1.5708	-0.0123597	0.003762
0.0	2.35619	0.00107946	0.00380423
0.0	3.14159	0.0116911	0.00385209
0.0	3.92699	0.00107946	0.00380423
0.0	4.71239	-0.0123597	0.003762
0.444444	-0.785398	-0.000715795	0.00406193
0.444444	0.0	0.0212974	0.00411654
0.444444	0.785398	-0.000715795	0.00406193
0.444444	1.5708	-0.0173455	0.00405952
0.444444	2.35619	0.00623474	0.00410769
0.444444	3.14159	0.0190933	0.00415088
0.444444	3.92699	0.00623474	0.00410769
0.444444	4.71239	-0.0173455	0.00405952
0.888889	-0.785398	-0.00544143	0.00512459
0.888889	0.0	0.0216871	0.0051825
0.888889	0.785398	-0.00544143	0.00512459
0.888889	1.5708	-0.0291185	0.00506929
0.888889	2.35619	0.00961588	0.00513646
0.888889	3.14159	0.0104767	0.00517404
0.888889	3.92699	0.00961588	0.00513646
0.888889	4.71239	-0.0291185	0.00506929
1.33333	-0.785398	-0.00711674	0.00821044
1.33333	0.0	-0.00323769	0.00823869
1.33333	0.785398	-0.00711674	0.00821044
1.33333	1.5708	-0.0316071	0.00810496
1.33333	2.35619	-0.00421811	0.00818911
1.33333	3.14159	0.0179409	0.00825574
1.33333	3.92699	-0.00421811	0.00818911
1.33333	4.71239	-0.0316071	0.00810496
1.77778	-0.785398	-0.0316629	0.0263542
1.77778	0.0	-0.0752483	0.0270739
1.77778	0.785398	-0.0316629	0.0263542
1.77778	1.5708	-0.0476834	0.0253145
1.77778	2.35619	0.00690962	0.0246401
1.77778	3.14159	0.0871473	0.0262977
1.77778	3.92699	0.00690962	0.0246401
1.77778	4.71239	-0.0476834	0.0253145
