Eta Bin	Phi Bin	Content	Error
-1.84615	-1.0472	0.290378	0.448776
-1.84615	-0.523599	-0.137731	0.131057
-1.84615	0.0	0.211705	0.0893145
-1.84615	0.523599	-0.137731	0.131057
-1.84615	1.0472	0.290378	0.448776
-1.84615	1.5708	0.864918	1.17563
-1.84615	2.0944	-0.244666	0.107427
-1.84615	2.61799	0.186639	0.203283
-1.84615	3.14159	0.382877	0.194897
-1.84615	3.66519	0.186639	0.203283
-1.84615	4.18879	-0.244666	0.107427
-1.84615	4.71239	0.864918	1.17563
-1.53846	-1.0472	-0.0312215	0.0394393
-1.53846	-0.523599	-0.0632048	0.0334674
-1.53846	0.0	-0.0152196	0.0364404
-1.53846	0.523599	-0.0632048	0.0334674
-1.53846	1.0472	-0.0312215	0.0394393
-1.53846	1.5708	-0.0244597	0.0366047
-1.53846	2.0944	-0.00305251	0.0365948
-1.53846	2.61799	0.0373195	0.0367671
-1.53846	3.14159	-0.0708775	0.0327662
-1.53846	3.66519	0.0373195	0.0367671
-1.53846	4.18879	-0.00305251	0.0365948
-1.53846	4.71239	-0.0244597	0.0366047
-1.23077	-1.0472	-0.0292738	0.0185621
-1.23077	-0.523599	0.000889226	0.0186479
-1.23077	0.0	-0.0326167	0.0185303
-1.23077	0.523599	0.000889226	0.0186479
-1.23077	1.0472	-0.0292738	0.0185621
-1.23077	1.5708	-0.0157355	0.018493
-1.23077	2.0944	-0.0093229	0.0185673
-1.23077	2.61799	0.0197557	0.0187513
-1.23077	3.14159	0.0669896	0.0192539
-1.23077	3.66519	0.0197557	0.0187513
-1.23077	4.18879	-0.0093229	0.0185673
-1.23077	4.71239	-0.0157355	0.018493
-0.923077	-1.0472	0.0184191	0.0137335
-0.923077	-0.523599	-0.0097426	0.0135719
-0.923077	0.0	0.00585804	0.0137721
-0.923077	0.523599	-0.0097426	0.0135719
-0.923077	1.0472	0.0184191	0.0137335
-0.923077	1.5708	-0.0189334	0.0136252
-0.923077	2.0944	-0.0117111	0.0135529
-0.923077	2.61799	0.0217829	0.0137954
-0.923077	3.14159	0.0306348	0.0153913
-0.923077	3.66519	0.0217829	0.0137954
-0.923077	4.18879	-0.0117111	0.0135529
-0.923077	4.71239	-0.0189334	0.0136252
-0.615385	-1.0472	-0.00352457	0.0113105
-0.615385	-0.523599	0.0167774	0.0113249
-0.615385	0.0	-0.0128891	0.0112567
-0.615385	0.523599	0.0167774	0.0113249
-0.615385	1.0472	-0.00352457	0.0113105
-0.615385	1.5708	-0.0240962	0.0112836
-0.615385	2.0944	-0.0142863	0.0112937
-0.615385	2.61799	0.0259527	0.0114901
-0.615385	3.14159	0.0094772	0.0113987
-0.615385	3.66519	0.0259527	0.0114901
-0.615385	4.18879	-0.0142863	0.0112937
-0.615385	4.71239	-0.0240962	0.0112836
-0.307692	-1.0472	-0.0238162	0.0100127
-0.307692	-0.523599	0.0140481	0.0100712
-0.307692	0.0	0.051143	0.0104553
-0.307692	0.523599	0.0140481	0.0100712
-0.307692	1.0472	-0.0238162	0.0100127
-0.307692	1.5708	-0.0343059	0.0100507
-0.307692	2.0944	-0.00734036	0.0101034
-0.307692	2.61799	0.00270364	0.010234
-0.307692	3.14159	0.0227862	0.0102635
-0.307692	3.66519	0.00270364	0.010234
-0.307692	4.18879	-0.00734036	0.0101034
-0.307692	4.71239	-0.0343059	0.0100507
0.0	-1.0472	-0.0276817	0.00963128
0.0	-0.523599	-0.00210888	0.0117582
0.0	-1.66533e-016	0.11827	0.0100484
0.0	0.523599	-0.00210888	0.0117582
0.0	1.0472	-0.0276817	0.00963128
0.0	1.5708	-0.011711	0.00966935
0.0	2.0944	-0.0240382	0.00972478
0.0	2.61799	0.00513608	0.00986582
0.0	3.14159	0.0271017	0.00984151
0.0	3.66519	0.00513608	0.00986582
0.0	4.18879	-0.0240382	0.00972478
0.0	4.71239	-0.011711	0.00966935
0.307692	-1.0472	-0.0238162	0.0100127
0.307692	-0.523599	0.0140481	0.0100712
0.307692	0.0	0.051143	0.0104553
0.307692	0.523599	0.0140481	0.0100712
0.307692	1.0472	-0.0238162	0.0100127
0.307692	1.5708	-0.0343059	0.0100507
0.307692	2.0944	-0.00734036	0.0101034
0.307692	2.61799	0.00270364	0.010234
0.307692	3.14159	0.0227862	0.0102635
0.307692	3.66519	0.00270364	0.010234
0.307692	4.18879	-0.00734036	0.0101034
0.307692	4.71239	-0.0343059	0.0100507
0.615385	-1.0472	-0.00352457	0.0113105
0.615385	-0.523599	0.0167774	0.0113249
0.615385	0.0	-0.0128891	0.0112567
0.615385	0.523599	0.0167774	0.0113249
0.615385	1.0472	-0.00352457	0.0113105
0.615385	1.5708	-0.0240962	0.0112836
0.615385	2.0944	-0.0142863	0.0112937
0.615385	2.61799	0.0259527	0.0114901
0.615385	3.14159	0.0094772	0.0113987
0.615385	3.66519	0.0259527	0.0114901
0.615385	4.18879	-0.0142863	0.0112937
0.615385	4.71239	-0.0240962	0.0112836
0.923077	-1.0472	0.0184191	0.0137335
0.923077	-0.523599	-0.0097426	0.0135719
0.923077	0.0	0.00585804	0.0137721
0.923077	0.523599	-0.0097426	0.0135719
0.923077	1.0472	0.0184191	0.0137335
0.923077	1.5708	-0.0189334	0.0136252
0.923077	2.0944	-0.0117111	0.0135529
0.923077	2.61799	0.0217829	0.0137954
0.923077	3.14159	0.0306348	0.0153913
0.923077	3.66519	0.0217829	0.0137954
0.923077	4.18879	-0.0117111	0.0135529
0.923077	4.71239	-0.0189334	0.0136252
1.23077	-1.0472	-0.0292738	0.0185621
1.23077	-0.523599	0.000889226	0.0186479
1.23077	0.0	-0.0326167	0.0185303
1.23077	0.523599	0.000889226	0.0186479
1.23077	1.0472	-0.0292738	0.0185621
1.23077	1.5708	-0.0157355	0.018493
1.23077	2.0944	-0.0093229	0.0185673
1.23077	2.61799	0.0197557	0.0187513
1.23077	3.14159	0.0669896	0.0192539
1.23077	3.66519	0.0197557	0.0187513
1.23077	4.18879	-0.0093229	0.0185673
1.23077	4.71239	-0.0157355	0.018493
1.53846	-1.0472	-0.0312215	0.0394393
1.53846	-0.523599	-0.0632048	0.0334674
1.53846	0.0	-0.0152196	0.0364404
1.53846	0.523599	-0.0632048	0.0334674
1.53846	1.0472	-0.0312215	0.0394393
1.53846	1.5708	-0.0244597	0.0366047
1.53846	2.0944	-0.00305251	0.0365948
1.53846	2.61799	0.0373195	0.0367671
1.53846	3.14159	-0.0708775	0.0327662
1.53846	3.66519	0.0373195	0.0367671
1.53846	4.18879	-0.00305251	0.0365948
1.53846	4.71239	-0.0244597	0.0366047
1.84615	-1.0472	0.290378	0.448776
1.84615	-0.523599	-0.137731	0.131057
1.84615	0.0	0.211705	0.0893145
1.84615	0.523599	-0.137731	0.131057
1.84615	1.0472	0.290378	0.448776
1.84615	1.5708	0.864918	1.17563
1.84615	2.0944	-0.244666	0.107427
1.84615	2.61799	0.186639	0.203283
1.84615	3.14159	0.382877	0.194897
1.84615	3.66519	0.186639	0.203283
1.84615	4.18879	-0.244666	0.107427
1.84615	4.71239	0.864918	1.17563
