Eta Bin	Phi Bin	Content	Error
-1.33333	-1.0472	-0.00164118	0.00550667
-1.33333	-0.523599	-0.00813898	0.00552007
-1.33333	0.0	0.00974112	0.00553695
-1.33333	0.523599	-0.00813898	0.00552007
-1.33333	1.0472	-0.00164118	0.00550667
-1.33333	1.5708	-0.00879842	0.00549125
-1.33333	2.0944	-0.00888951	0.00550271
-1.33333	2.61799	-0.010921	0.00550067
-1.33333	3.14159	-0.0129791	0.00551131
-1.33333	3.66519	-0.010921	0.00550067
-1.33333	4.18879	-0.00888951	0.00550271
-1.33333	4.71239	-0.00879842	0.00549125
-0.888889	-1.0472	-0.00151751	0.00339584
-0.888889	-0.523599	0.001092	0.00341149
-0.888889	0.0	0.00484333	0.00341597
-0.888889	0.523599	0.001092	0.00341149
-0.888889	1.0472	-0.00151751	0.00339584
-0.888889	1.5708	-0.00928422	0.00338491
-0.888889	2.0944	-0.00185312	0.00339931
-0.888889	2.61799	0.00715242	0.00340452
-0.888889	3.14159	0.00274603	0.00340816
-0.888889	3.66519	0.00715242	0.00340452
-0.888889	4.18879	-0.00185312	0.00339931
-0.888889	4.71239	-0.00928422	0.00338491
-0.444444	-1.0472	-0.00204538	0.00268909
-0.444444	-0.523599	0.00374476	0.00269804
-0.444444	0.0	0.0138259	0.00270089
-0.444444	0.523599	0.00374476	0.00269804
-0.444444	1.0472	-0.00204538	0.00268909
-0.444444	1.5708	-0.00921107	0.00268808
-0.444444	2.0944	0.00309861	0.00270768
-0.444444	2.61799	0.00255447	0.00270918
-0.444444	3.14159	-0.00459812	0.00271835
-0.444444	3.66519	0.00255447	0.00270918
-0.444444	4.18879	0.00309861	0.00270768
-0.444444	4.71239	-0.00921107	0.00268808
0.0	-1.0472	-0.00586757	0.00249166
0.0	-0.523599	0.00791315	0.00249788
0.0	-1.66533e-016	0.0173658	0.00250926
0.0	0.523599	0.00791315	0.00249788
0.0	1.0472	-0.00586757	0.00249166
0.0	1.5708	0.000394959	0.00250203
0.0	2.0944	0.000158764	0.00251712
0.0	2.61799	0.00127375	0.00251976
0.0	3.14159	0.0162963	0.00254056
0.0	3.66519	0.00127375	0.00251976
0.0	4.18879	0.000158764	0.00251712
0.0	4.71239	0.000394959	0.00250203
0.444444	-1.0472	-0.00204538	0.00268909
0.444444	-0.523599	0.00374476	0.00269804
0.444444	0.0	0.0138259	0.00270089
0.444444	0.523599	0.00374476	0.00269804
0.444444	1.0472	-0.00204538	0.00268909
0.444444	1.5708	-0.00921107	0.00268808
0.444444	2.0944	0.00309861	0.00270768
0.444444	2.61799	0.00255447	0.00270918
0.444444	3.14159	-0.00459812	0.00271835
0.444444	3.66519	0.00255447	0.00270918
0.444444	4.18879	0.00309861	0.00270768
0.444444	4.71239	-0.00921107	0.00268808
0.888889	-1.0472	-0.00151751	0.00339584
0.888889	-0.523599	0.001092	0.00341149
0.888889	0.0	0.00484333	0.00341597
0.888889	0.523599	0.001092	0.00341149
0.888889	1.0472	-0.00151751	0.00339584
0.888889	1.5708	-0.00928422	0.00338491
0.888889	2.0944	-0.00185312	0.00339931
0.888889	2.61799	0.00715242	0.00340452
0.888889	3.14159	0.00274603	0.00340816
0.888889	3.66519	0.00715242	0.00340452
0.888889	4.18879	-0.00185312	0.00339931
0.888889	4.71239	-0.00928422	0.00338491
1.33333	-1.0472	-0.00164118	0.00550667
1.33333	-0.523599	-0.00813898	0.00552007
1.33333	0.0	0.00974112	0.00553695
1.33333	0.523599	-0.00813898	0.00552007
1.33333	1.0472	-0.00164118	0.00550667
1.33333	1.5708	-0.00879842	0.00549125
1.33333	2.0944	-0.00888951	0.00550271
1.33333	2.61799	-0.010921	0.00550067
1.33333	3.14159	-0.0129791	0.00551131
1.33333	3.66519	-0.010921	0.00550067
1.33333	4.18879	-0.00888951	0.00550271
1.33333	4.71239	-0.00879842	0.00549125
