Eta Bin	Phi Bin	Content	Error
-1.77778	-0.785398	-0.0280977	0.0132499
-1.77778	0.0	-0.0152833	0.0135385
-1.77778	0.785398	-0.0280977	0.0132499
-1.77778	1.5708	-0.0437841	0.0129874
-1.77778	2.35619	-0.0123611	0.0131291
-1.77778	3.14159	-0.0168885	0.0131353
-1.77778	3.92699	-0.0123611	0.0131291
-1.77778	4.71239	-0.0437841	0.0129874
-1.33333	-0.785398	-0.00662381	0.00430994
-1.33333	0.0	0.0123023	0.00432887
-1.33333	0.785398	-0.00662381	0.00430994
-1.33333	1.5708	0.00143822	0.00430327
-1.33333	2.35619	-0.00947123	0.00430633
-1.33333	3.14159	-0.0108519	0.00430929
-1.33333	3.92699	-0.00947123	0.00430633
-1.33333	4.71239	0.00143822	0.00430327
-0.888889	-0.785398	-0.00168206	0.00265881
-0.888889	0.0	0.00638245	0.00266502
-0.888889	0.785398	-0.00168206	0.00265881
-0.888889	1.5708	-0.00780088	0.00264665
-0.888889	2.35619	0.00338605	0.00266204
-0.888889	3.14159	0.00325302	0.00266599
-0.888889	3.92699	0.00338605	0.00266204
-0.888889	4.71239	-0.00780088	0.00264665
-0.444444	-0.785398	-0.00125977	0.00210381
-0.444444	0.0	0.00825115	0.00210887
-0.444444	0.785398	-0.00125977	0.00210381
-0.444444	1.5708	-0.00745684	0.00210207
-0.444444	2.35619	0.00249718	0.00211852
-0.444444	3.14159	0.000532907	0.00212882
-0.444444	3.92699	0.00249718	0.00211852
-0.444444	4.71239	-0.00745684	0.00210207
0.0	-0.785398	0.00209448	0.00194832
0.0	0	0.0044134	0.00198685
0.0	0.785398	0.00209448	0.00194832
0.0	1.5708	-0.00374174	0.00195438
0.0	2.35619	0.00408339	0.00197091
0.0	3.14159	0.00860462	0.00198374
0.0	3.92699	0.00408339	0.00197091
0.0	4.71239	-0.00374174	0.00195438
0.444444	-0.785398	-0.00125977	0.00210381
0.444444	0.0	0.00825115	0.00210887
0.444444	0.785398	-0.00125977	0.00210381
0.444444	1.5708	-0.00745684	0.00210207
0.444444	2.35619	0.00249718	0.00211852
0.444444	3.14159	0.000532907	0.00212882
0.444444	3.92699	0.00249718	0.00211852
0.444444	4.71239	-0.00745684	0.00210207
0.888889	-0.785398	-0.00168206	0.00265881
0.888889	0.0	0.00638245	0.00266502
0.888889	0.785398	-0.00168206	0.00265881
0.888889	1.5708	-0.00780088	0.00264665
0.888889	2.35619	0.00338605	0.00266204
0.888889	3.14159	0.00325302	0.00266599
0.888889	3.92699	0.00338605	0.00266204
0.888889	4.71239	-0.00780088	0.00264665
1.33333	-0.785398	-0.00662381	0.00430994
1.33333	0.0	0.0123023	0.00432887
1.33333	0.785398	-0.00662381	0.00430994
1.33333	1.5708	0.00143822	0.00430327
1.33333	2.35619	-0.00947123	0.00430633
1.33333	3.14159	-0.0108519	0.00430929
1.33333	3.92699	-0.00947123	0.00430633
1.33333	4.71239	0.00143822	0.00430327
1.77778	-0.785398	-0.0280977	0.0132499
1.77778	0.0	-0.0152833	0.0135385
1.77778	0.785398	-0.0280977	0.0132499
1.77778	1.5708	-0.0437841	0.0129874
1.77778	2.35619	-0.0123611	0.0131291
1.77778	3.14159	-0.0168885	0.0131353
1.77778	3.92699	-0.0123611	0.0131291
1.77778	4.71239	-0.0437841	0.0129874
