Eta Bin	Phi Bin	Content	Error
-1.33333	-1.0472	-0.0541696	0.0246934
-1.33333	-0.523599	0.0155346	0.0249005
-1.33333	0.0	-0.0294556	0.025295
-1.33333	0.523599	0.0155346	0.0249005
-1.33333	1.0472	-0.0541696	0.0246934
-1.33333	1.5708	-0.00376238	0.0249288
-1.33333	2.0944	-0.0355242	0.0249611
-1.33333	2.61799	0.0575141	0.0255235
-1.33333	3.14159	0.0960219	0.0260937
-1.33333	3.66519	0.0575141	0.0255235
-1.33333	4.18879	-0.0355242	0.0249611
-1.33333	4.71239	-0.00376238	0.0249288
-0.888889	-1.0472	0.00262028	0.0156483
-0.888889	-0.523599	0.0182237	0.0157028
-0.888889	0.0	-0.00444601	0.0157325
-0.888889	0.523599	0.0182237	0.0157028
-0.888889	1.0472	0.00262028	0.0156483
-0.888889	1.5708	-0.0148833	0.0155723
-0.888889	2.0944	-0.027325	0.0154756
-0.888889	2.61799	0.0359481	0.0157912
-0.888889	3.14159	-0.00899472	0.0155502
-0.888889	3.66519	0.0359481	0.0157912
-0.888889	4.18879	-0.027325	0.0154756
-0.888889	4.71239	-0.0148833	0.0155723
-0.444444	-1.0472	-0.0137599	0.0123383
-0.444444	-0.523599	0.0154876	0.0124904
-0.444444	0.0	0.0235922	0.0126012
-0.444444	0.523599	0.0154876	0.0124904
-0.444444	1.0472	-0.0137599	0.0123383
-0.444444	1.5708	-0.0369348	0.0123112
-0.444444	2.0944	-0.0240457	0.0123577
-0.444444	2.61799	0.0141467	0.0125844
-0.444444	3.14159	0.0124296	0.0125482
-0.444444	3.66519	0.0141467	0.0125844
-0.444444	4.18879	-0.0240457	0.0123577
-0.444444	4.71239	-0.0369348	0.0123112
0.0	-1.0472	-0.00479545	0.0114139
0.0	-0.523599	-0.00413635	0.0113988
0.0	-1.66533e-016	0.101724	0.0119033
0.0	0.523599	-0.00413635	0.0113988
0.0	1.0472	-0.00479545	0.0114139
0.0	1.5708	-0.00571983	0.0114562
0.0	2.0944	-0.0321598	0.0113592
0.0	2.61799	0.0126515	0.0116706
0.0	3.14159	0.0297496	0.0116675
0.0	3.66519	0.0126515	0.0116706
0.0	4.18879	-0.0321598	0.0113592
0.0	4.71239	-0.00571983	0.0114562
0.444444	-1.0472	-0.0137599	0.0123383
0.444444	-0.523599	0.0154876	0.0124904
0.444444	0.0	0.0235922	0.0126012
0.444444	0.523599	0.0154876	0.0124904
0.444444	1.0472	-0.0137599	0.0123383
0.444444	1.5708	-0.0369348	0.0123112
0.444444	2.0944	-0.0240457	0.0123577
0.444444	2.61799	0.0141467	0.0125844
0.444444	3.14159	0.0124296	0.0125482
0.444444	3.66519	0.0141467	0.0125844
0.444444	4.18879	-0.0240457	0.0123577
0.444444	4.71239	-0.0369348	0.0123112
0.888889	-1.0472	0.00262028	0.0156483
0.888889	-0.523599	0.0182237	0.0157028
0.888889	0.0	-0.00444601	0.0157325
0.888889	0.523599	0.0182237	0.0157028
0.888889	1.0472	0.00262028	0.0156483
0.888889	1.5708	-0.0148833	0.0155723
0.888889	2.0944	-0.027325	0.0154756
0.888889	2.61799	0.0359481	0.0157912
0.888889	3.14159	-0.00899472	0.0155502
0.888889	3.66519	0.0359481	0.0157912
0.888889	4.18879	-0.027325	0.0154756
0.888889	4.71239	-0.0148833	0.0155723
1.33333	-1.0472	-0.0541696	0.0246934
1.33333	-0.523599	0.0155346	0.0249005
1.33333	0.0	-0.0294556	0.025295
1.33333	0.523599	0.0155346	0.0249005
1.33333	1.0472	-0.0541696	0.0246934
1.33333	1.5708	-0.00376238	0.0249288
1.33333	2.0944	-0.0355242	0.0249611
1.33333	2.61799	0.0575141	0.0255235
1.33333	3.14159	0.0960219	0.0260937
1.33333	3.66519	0.0575141	0.0255235
1.33333	4.18879	-0.0355242	0.0249611
1.33333	4.71239	-0.00376238	0.0249288
