Eta Bin	Phi Bin	Content	Error
-1.77778	-0.785398	-0.140146	0.0978429
-1.77778	0.0	-0.243898	0.083458
-1.77778	0.785398	-0.140146	0.0978429
-1.77778	1.5708	0.00120417	0.121952
-1.77778	2.35619	-0.275619	0.105919
-1.77778	3.14159	-0.0566527	0.0985388
-1.77778	3.92699	-0.275619	0.105919
-1.77778	4.71239	0.00120417	0.121952
-1.33333	-0.785398	-0.00261742	0.0262439
-1.33333	0.0	-0.0266613	0.0257732
-1.33333	0.785398	-0.00261742	0.0262439
-1.33333	1.5708	-0.0118025	0.0266198
-1.33333	2.35619	0.000225312	0.028307
-1.33333	3.14159	-0.0468832	0.0258535
-1.33333	3.92699	0.000225312	0.028307
-1.33333	4.71239	-0.0118025	0.0266198
-0.888889	-0.785398	0.00950244	0.0152795
-0.888889	0.0	-0.0207936	0.0150746
-0.888889	0.785398	0.00950244	0.0152795
-0.888889	1.5708	-0.0192243	0.0151891
-0.888889	2.35619	0.021628	0.0154286
-0.888889	3.14159	0.0192535	0.0154025
-0.888889	3.92699	0.021628	0.0154286
-0.888889	4.71239	-0.0192243	0.0151891
-0.444444	-0.785398	0.00188248	0.012091
-0.444444	0.0	0.0167684	0.0120469
-0.444444	0.785398	0.00188248	0.012091
-0.444444	1.5708	-0.029264	0.0120257
-0.444444	2.35619	-0.00679784	0.0121262
-0.444444	3.14159	0.0502618	0.0124107
-0.444444	3.92699	-0.00679784	0.0121262
-0.444444	4.71239	-0.029264	0.0120257
0.0	-0.785398	-0.0060819	0.0109951
0.0	0	0.113195	0.0117804
0.0	0.785398	-0.0060819	0.0109951
0.0	1.5708	-0.0266309	0.0109561
0.0	2.35619	-0.0178083	0.0110773
0.0	3.14159	0.0748594	0.0115235
0.0	3.92699	-0.0178083	0.0110773
0.0	4.71239	-0.0266309	0.0109561
0.444444	-0.785398	0.00188248	0.012091
0.444444	0.0	0.0167684	0.0120469
0.444444	0.785398	0.00188248	0.012091
0.444444	1.5708	-0.029264	0.0120257
0.444444	2.35619	-0.00679784	0.0121262
0.444444	3.14159	0.0502618	0.0124107
0.444444	3.92699	-0.00679784	0.0121262
0.444444	4.71239	-0.029264	0.0120257
0.888889	-0.785398	0.00950244	0.0152795
0.888889	0.0	-0.0207936	0.0150746
0.888889	0.785398	0.00950244	0.0152795
0.888889	1.5708	-0.0192243	0.0151891
0.888889	2.35619	0.021628	0.0154286
0.888889	3.14159	0.0192535	0.0154025
0.888889	3.92699	0.021628	0.0154286
0.888889	4.71239	-0.0192243	0.0151891
1.33333	-0.785398	-0.00261742	0.0262439
1.33333	0.0	-0.0266613	0.0257732
1.33333	0.785398	-0.00261742	0.0262439
1.33333	1.5708	-0.0118025	0.0266198
1.33333	2.35619	0.000225312	0.028307
1.33333	3.14159	-0.0468832	0.0258535
1.33333	3.92699	0.000225312	0.028307
1.33333	4.71239	-0.0118025	0.0266198
1.77778	-0.785398	-0.140146	0.0978429
1.77778	0.0	-0.243898	0.083458
1.77778	0.785398	-0.140146	0.0978429
1.77778	1.5708	0.00120417	0.121952
1.77778	2.35619	-0.275619	0.105919
1.77778	3.14159	-0.0566527	0.0985388
1.77778	3.92699	-0.275619	0.105919
1.77778	4.71239	0.00120417	0.121952
