Eta Bin	Phi Bin	Content	Error
-1.77778	-0.785398	-0.0414047	0.0315198
-1.77778	0.0	0.014733	0.0367563
-1.77778	0.785398	-0.0414047	0.0315198
-1.77778	1.5708	-0.000176605	0.0332248
-1.77778	2.35619	-0.0631203	0.0325813
-1.77778	3.14159	0.129191	0.0372043
-1.77778	3.92699	-0.0631203	0.0325813
-1.77778	4.71239	-0.000176605	0.0332248
-1.33333	-0.785398	0.000782462	0.00558638
-1.33333	0.0	-0.00183198	0.00561281
-1.33333	0.785398	0.000782462	0.00558638
-1.33333	1.5708	-0.02237	0.00553768
-1.33333	2.35619	-0.00574105	0.00560625
-1.33333	3.14159	0.00954402	0.00563376
-1.33333	3.92699	-0.00574105	0.00560625
-1.33333	4.71239	-0.02237	0.00553768
-0.888889	-0.785398	-0.0050514	0.00337321
-0.888889	0.0	0.00448436	0.00337946
-0.888889	0.785398	-0.0050514	0.00337321
-0.888889	1.5708	-0.00753884	0.00336472
-0.888889	2.35619	-0.000322907	0.00338636
-0.888889	3.14159	0.00843998	0.00339333
-0.888889	3.92699	-0.000322907	0.00338636
-0.888889	4.71239	-0.00753884	0.00336472
-0.444444	-0.785398	0.00492169	0.00267064
-0.444444	0.0	0.0160807	0.00266552
-0.444444	0.785398	0.00492169	0.00267064
-0.444444	1.5708	-0.00976849	0.00266217
-0.444444	2.35619	0.000467388	0.00268202
-0.444444	3.14159	0.00354674	0.00269029
-0.444444	3.92699	0.000467388	0.00268202
-0.444444	4.71239	-0.00976849	0.00266217
0.0	-0.785398	6.76e-005	0.00245197
0.0	0	0.0185905	0.00249752
0.0	0.785398	6.76e-005	0.00245197
0.0	1.5708	-0.00898508	0.00245864
0.0	2.35619	0.0033304	0.00247998
0.0	3.14159	0.0071655	0.00249551
0.0	3.92699	0.0033304	0.00247998
0.0	4.71239	-0.00898508	0.00245864
0.444444	-0.785398	0.00492169	0.00267064
0.444444	0.0	0.0160807	0.00266552
0.444444	0.785398	0.00492169	0.00267064
0.444444	1.5708	-0.00976849	0.00266217
0.444444	2.35619	0.000467388	0.00268202
0.444444	3.14159	0.00354674	0.00269029
0.444444	3.92699	0.000467388	0.00268202
0.444444	4.71239	-0.00976849	0.00266217
0.888889	-0.785398	-0.0050514	0.00337321
0.888889	0.0	0.00448436	0.00337946
0.888889	0.785398	-0.0050514	0.00337321
0.888889	1.5708	-0.00753884	0.00336472
0.888889	2.35619	-0.000322907	0.00338636
0.888889	3.14159	0.00843998	0.00339333
0.888889	3.92699	-0.000322907	0.00338636
0.888889	4.71239	-0.00753884	0.00336472
1.33333	-0.785398	0.000782462	0.00558638
1.33333	0.0	-0.00183198	0.00561281
1.33333	0.785398	0.000782462	0.00558638
1.33333	1.5708	-0.02237	0.00553768
1.33333	2.35619	-0.00574105	0.00560625
1.33333	3.14159	0.00954402	0.00563376
1.33333	3.92699	-0.00574105	0.00560625
1.33333	4.71239	-0.02237	0.00553768
1.77778	-0.785398	-0.0414047	0.0315198
1.77778	0.0	0.014733	0.0367563
1.77778	0.785398	-0.0414047	0.0315198
1.77778	1.5708	-0.000176605	0.0332248
1.77778	2.35619	-0.0631203	0.0325813
1.77778	3.14159	0.129191	0.0372043
1.77778	3.92699	-0.0631203	0.0325813
1.77778	4.71239	-0.000176605	0.0332248
