Eta Bin	Phi Bin	Content	Error
-1.33333	-1.0472	-0.0122127	0.0104651
-1.33333	-0.523599	0.00133303	0.0105182
-1.33333	0.0	-0.023794	0.0104776
-1.33333	0.523599	0.00133303	0.0105182
-1.33333	1.0472	-0.0122127	0.0104651
-1.33333	1.5708	-0.0124414	0.0104013
-1.33333	2.0944	-0.00999032	0.0104762
-1.33333	2.61799	0.00386557	0.0105199
-1.33333	3.14159	0.026204	0.0105999
-1.33333	3.66519	0.00386557	0.0105199
-1.33333	4.18879	-0.00999032	0.0104762
-1.33333	4.71239	-0.0124414	0.0104013
-0.888889	-1.0472	-0.00428939	0.00627297
-0.888889	-0.523599	-0.00739403	0.00630669
-0.888889	0.0	0.00533791	0.00630127
-0.888889	0.523599	-0.00739403	0.00630669
-0.888889	1.0472	-0.00428939	0.00627297
-0.888889	1.5708	-0.00951617	0.00625815
-0.888889	2.0944	-0.00742116	0.00630022
-0.888889	2.61799	0.00335908	0.00632566
-0.888889	3.14159	0.0204641	0.00633591
-0.888889	3.66519	0.00335908	0.00632566
-0.888889	4.18879	-0.00742116	0.00630022
-0.888889	4.71239	-0.00951617	0.00625815
-0.444444	-1.0472	-0.0154264	0.00497095
-0.444444	-0.523599	0.0163727	0.0050088
-0.444444	0.0	0.0162733	0.00494423
-0.444444	0.523599	0.0163727	0.0050088
-0.444444	1.0472	-0.0154264	0.00497095
-0.444444	1.5708	-0.0119837	0.00495644
-0.444444	2.0944	0.000973699	0.0049985
-0.444444	2.61799	0.00824051	0.00501263
-0.444444	3.14159	0.00332568	0.00501694
-0.444444	3.66519	0.00824051	0.00501263
-0.444444	4.18879	0.000973699	0.0049985
-0.444444	4.71239	-0.0119837	0.00495644
0.0	-1.0472	-0.0156837	0.00456933
0.0	-0.523599	0.0143268	0.00456522
0.0	-1.66533e-016	0.0271082	0.00451805
0.0	0.523599	0.0143268	0.00456522
0.0	1.0472	-0.0156837	0.00456933
0.0	1.5708	-0.00136101	0.00458961
0.0	2.0944	0.000403959	0.0046014
0.0	2.61799	0.000110416	0.00461335
0.0	3.14159	0.0170821	0.00464886
0.0	3.66519	0.000110416	0.00461335
0.0	4.18879	0.000403959	0.0046014
0.0	4.71239	-0.00136101	0.00458961
0.444444	-1.0472	-0.0154264	0.00497095
0.444444	-0.523599	0.0163727	0.0050088
0.444444	0.0	0.0162733	0.00494423
0.444444	0.523599	0.0163727	0.0050088
0.444444	1.0472	-0.0154264	0.00497095
0.444444	1.5708	-0.0119837	0.00495644
0.444444	2.0944	0.000973699	0.0049985
0.444444	2.61799	0.00824051	0.00501263
0.444444	3.14159	0.00332568	0.00501694
0.444444	3.66519	0.00824051	0.00501263
0.444444	4.18879	0.000973699	0.0049985
0.444444	4.71239	-0.0119837	0.00495644
0.888889	-1.0472	-0.00428939	0.00627297
0.888889	-0.523599	-0.00739403	0.00630669
0.888889	0.0	0.00533791	0.00630127
0.888889	0.523599	-0.00739403	0.00630669
0.888889	1.0472	-0.00428939	0.00627297
0.888889	1.5708	-0.00951617	0.00625815
0.888889	2.0944	-0.00742116	0.00630022
0.888889	2.61799	0.00335908	0.00632566
0.888889	3.14159	0.0204641	0.00633591
0.888889	3.66519	0.00335908	0.00632566
0.888889	4.18879	-0.00742116	0.00630022
0.888889	4.71239	-0.00951617	0.00625815
1.33333	-1.0472	-0.0122127	0.0104651
1.33333	-0.523599	0.00133303	0.0105182
1.33333	0.0	-0.023794	0.0104776
1.33333	0.523599	0.00133303	0.0105182
1.33333	1.0472	-0.0122127	0.0104651
1.33333	1.5708	-0.0124414	0.0104013
1.33333	2.0944	-0.00999032	0.0104762
1.33333	2.61799	0.00386557	0.0105199
1.33333	3.14159	0.026204	0.0105999
1.33333	3.66519	0.00386557	0.0105199
1.33333	4.18879	-0.00999032	0.0104762
1.33333	4.71239	-0.0124414	0.0104013
