Eta Bin	Phi Bin	Content	Error
-1.77778	-0.785398	-0.0555313	0.0529742
-1.77778	0.0	-0.0135953	0.0489294
-1.77778	0.785398	-0.0555313	0.0529742
-1.77778	1.5708	0.0501328	0.0674123
-1.77778	2.35619	0.0150235	0.0516819
-1.77778	3.14159	0.019672	0.070881
-1.77778	3.92699	0.0150235	0.0516819
-1.77778	4.71239	0.0501328	0.0674123
-1.33333	-0.785398	-0.0302757	0.0107001
-1.33333	0.0	0.0121352	0.0109194
-1.33333	0.785398	-0.0302757	0.0107001
-1.33333	1.5708	-0.0246616	0.0107044
-1.33333	2.35619	0.0106843	0.0109737
-1.33333	3.14159	-0.00515345	0.0108559
-1.33333	3.92699	0.0106843	0.0109737
-1.33333	4.71239	-0.0246616	0.0107044
-0.888889	-0.785398	-0.00208056	0.00659301
-0.888889	0.0	0.0133784	0.00661637
-0.888889	0.785398	-0.00208056	0.00659301
-0.888889	1.5708	-0.0220487	0.00652356
-0.888889	2.35619	0.000862377	0.00663821
-0.888889	3.14159	0.0213319	0.0066425
-0.888889	3.92699	0.000862377	0.00663821
-0.888889	4.71239	-0.0220487	0.00652356
-0.444444	-0.785398	-0.00795543	0.00519058
-0.444444	0.0	0.025013	0.00523188
-0.444444	0.785398	-0.00795543	0.00519058
-0.444444	1.5708	-0.0248055	0.0051808
-0.444444	2.35619	0.00356348	0.00525789
-0.444444	3.14159	0.0301083	0.00533443
-0.444444	3.92699	0.00356348	0.00525789
-0.444444	4.71239	-0.0248055	0.0051808
0.0	-0.785398	-0.00107954	0.00478842
0.0	0	0.0246165	0.00501505
0.0	0.785398	-0.00107954	0.00478842
0.0	1.5708	-0.0205221	0.00478617
0.0	2.35619	-0.00193072	0.00485308
0.0	3.14159	0.0304448	0.00491554
0.0	3.92699	-0.00193072	0.00485308
0.0	4.71239	-0.0205221	0.00478617
0.444444	-0.785398	-0.00795543	0.00519058
0.444444	0.0	0.025013	0.00523188
0.444444	0.785398	-0.00795543	0.00519058
0.444444	1.5708	-0.0248055	0.0051808
0.444444	2.35619	0.00356348	0.00525789
0.444444	3.14159	0.0301083	0.00533443
0.444444	3.92699	0.00356348	0.00525789
0.444444	4.71239	-0.0248055	0.0051808
0.888889	-0.785398	-0.00208056	0.00659301
0.888889	0.0	0.0133784	0.00661637
0.888889	0.785398	-0.00208056	0.00659301
0.888889	1.5708	-0.0220487	0.00652356
0.888889	2.35619	0.000862377	0.00663821
0.888889	3.14159	0.0213319	0.0066425
0.888889	3.92699	0.000862377	0.00663821
0.888889	4.71239	-0.0220487	0.00652356
1.33333	-0.785398	-0.0302757	0.0107001
1.33333	0.0	0.0121352	0.0109194
1.33333	0.785398	-0.0302757	0.0107001
1.33333	1.5708	-0.0246616	0.0107044
1.33333	2.35619	0.0106843	0.0109737
1.33333	3.14159	-0.00515345	0.0108559
1.33333	3.92699	0.0106843	0.0109737
1.33333	4.71239	-0.0246616	0.0107044
1.77778	-0.785398	-0.0555313	0.0529742
1.77778	0.0	-0.0135953	0.0489294
1.77778	0.785398	-0.0555313	0.0529742
1.77778	1.5708	0.0501328	0.0674123
1.77778	2.35619	0.0150235	0.0516819
1.77778	3.14159	0.019672	0.070881
1.77778	3.92699	0.0150235	0.0516819
1.77778	4.71239	0.0501328	0.0674123
