-1.84615	-1.0472	2627
-1.84615	-0.523599	2633
-1.84615	-1.66533e-016	2581
-1.84615	0.523599	2672
-1.84615	1.0472	2662
-1.84615	0	2658
-1.84615	2.0944	2646
-1.84615	2.61799	2686
-1.84615	3.14159	2618
-1.84615	3.66519	2573
-1.84615	4.18879	2658
-1.84615	4.71239	2573
-1.53846	-1.0472	8022
-1.53846	-0.523599	8004
-1.53846	-1.66533e-016	8075
-1.53846	0.523599	8012
-1.53846	1.0472	8002
-1.53846	0	7943
-1.53846	2.0944	7945
-1.53846	2.61799	8009
-1.53846	3.14159	8091
-1.53846	3.66519	8042
-1.53846	4.18879	8096
-1.53846	4.71239	7914
-1.23077	-1.0472	13265
-1.23077	-0.523599	13383
-1.23077	-1.66533e-016	13234
-1.23077	0.523599	13317
-1.23077	1.0472	13590
-1.23077	0	13426
-1.23077	2.0944	13367
-1.23077	2.61799	13311
-1.23077	3.14159	13365
-1.23077	3.66519	13444
-1.23077	4.18879	13301
-1.23077	4.71239	13333
-0.923077	-1.0472	18764
-0.923077	-0.523599	18664
-0.923077	-1.66533e-016	18719
-0.923077	0.523599	18801
-0.923077	1.0472	18755
-0.923077	0	18613
-0.923077	2.0944	18680
-0.923077	2.61799	18751
-0.923077	3.14159	18775
-0.923077	3.66519	18748
-0.923077	4.18879	18909
-0.923077	4.71239	18741
-0.615385	-1.0472	24254
-0.615385	-0.523599	23955
-0.615385	-1.66533e-016	24115
-0.615385	0.523599	24018
-0.615385	1.0472	24170
-0.615385	0	24173
-0.615385	2.0944	24076
-0.615385	2.61799	24366
-0.615385	3.14159	24036
-0.615385	3.66519	24179
-0.615385	4.18879	24223
-0.615385	4.71239	24159
-0.307692	-1.0472	29494
-0.307692	-0.523599	29517
-0.307692	-1.66533e-016	29558
-0.307692	0.523599	29441
-0.307692	1.0472	29209
-0.307692	0	29593
-0.307692	2.0944	29523
-0.307692	2.61799	29399
-0.307692	3.14159	29572
-0.307692	3.66519	29354
-0.307692	4.18879	29551
-0.307692	4.71239	29725
1.11022e-016	-1.0472	33491
1.11022e-016	-0.523599	33283
1.11022e-016	-1.66533e-016	33532
1.11022e-016	0.523599	33527
1.11022e-016	1.0472	33438
1.11022e-016	0	33177
1.11022e-016	2.0944	33760
1.11022e-016	2.61799	33506
1.11022e-016	3.14159	33486
1.11022e-016	3.66519	33252
1.11022e-016	4.18879	33389
1.11022e-016	4.71239	33331
0.307692	-1.0472	29347
0.307692	-0.523599	29695
0.307692	-1.66533e-016	29767
0.307692	0.523599	29340
0.307692	1.0472	29460
0.307692	0	29352
0.307692	2.0944	29490
0.307692	2.61799	29386
0.307692	3.14159	29457
0.307692	3.66519	29412
0.307692	4.18879	29829
0.307692	4.71239	29347
0.615385	-1.0472	24088
0.615385	-0.523599	24219
0.615385	-1.66533e-016	24335
0.615385	0.523599	24234
0.615385	1.0472	23987
0.615385	0	24040
0.615385	2.0944	24119
0.615385	2.61799	23967
0.615385	3.14159	23973
0.615385	3.66519	24042
0.615385	4.18879	24068
0.615385	4.71239	23969
0.923077	-1.0472	18785
0.923077	-0.523599	18812
0.923077	-1.66533e-016	18557
0.923077	0.523599	18834
0.923077	1.0472	18799
0.923077	0	18733
0.923077	2.0944	18893
0.923077	2.61799	18534
0.923077	3.14159	18592
0.923077	3.66519	18640
0.923077	4.18879	18773
0.923077	4.71239	18486
1.23077	-1.0472	13247
1.23077	-0.523599	13569
1.23077	-1.66533e-016	13539
1.23077	0.523599	13430
1.23077	1.0472	13559
1.23077	0	13502
1.23077	2.0944	13442
1.23077	2.61799	13547
1.23077	3.14159	13320
1.23077	3.66519	13424
1.23077	4.18879	13433
1.23077	4.71239	13384
1.53846	-1.0472	8091
1.53846	-0.523599	8029
1.53846	-1.66533e-016	8076
1.53846	0.523599	8105
1.53846	1.0472	8090
1.53846	0	7958
1.53846	2.0944	8067
1.53846	2.61799	8064
1.53846	3.14159	8129
1.53846	3.66519	8006
1.53846	4.18879	8054
1.53846	4.71239	7976
1.84615	-1.0472	2565
1.84615	-0.523599	2669
1.84615	-1.66533e-016	2646
1.84615	0.523599	2574
1.84615	1.0472	2580
1.84615	0	2690
1.84615	2.0944	2645
1.84615	2.61799	2686
1.84615	3.14159	2662
1.84615	3.66519	2598
1.84615	4.18879	2671
1.84615	4.71239	2640
