-1.84615	-1.0472	117
-1.84615	-0.523599	121
-1.84615	-1.66533e-016	104
-1.84615	0.523599	101
-1.84615	1.0472	111
-1.84615	0	128
-1.84615	2.0944	147
-1.84615	2.61799	142
-1.84615	3.14159	140
-1.84615	3.66519	141
-1.84615	4.18879	110
-1.84615	4.71239	132
-1.53846	-1.0472	287
-1.53846	-0.523599	308
-1.53846	-1.66533e-016	291
-1.53846	0.523599	297
-1.53846	1.0472	306
-1.53846	0	357
-1.53846	2.0944	419
-1.53846	2.61799	458
-1.53846	3.14159	490
-1.53846	3.66519	451
-1.53846	4.18879	405
-1.53846	4.71239	328
-1.23077	-1.0472	549
-1.23077	-0.523599	547
-1.23077	-1.66533e-016	550
-1.23077	0.523599	505
-1.23077	1.0472	573
-1.23077	0	560
-1.23077	2.0944	648
-1.23077	2.61799	808
-1.23077	3.14159	805
-1.23077	3.66519	670
-1.23077	4.18879	606
-1.23077	4.71239	580
-0.923077	-1.0472	749
-0.923077	-0.523599	823
-0.923077	-1.66533e-016	854
-0.923077	0.523599	843
-0.923077	1.0472	792
-0.923077	0	805
-0.923077	2.0944	869
-0.923077	2.61799	1051
-0.923077	3.14159	1114
-0.923077	3.66519	1040
-0.923077	4.18879	874
-0.923077	4.71239	801
-0.615385	-1.0472	1080
-0.615385	-0.523599	1272
-0.615385	-1.66533e-016	1510
-0.615385	0.523599	1269
-0.615385	1.0472	981
-0.615385	0	1012
-0.615385	2.0944	1131
-0.615385	2.61799	1253
-0.615385	3.14159	1393
-0.615385	3.66519	1299
-0.615385	4.18879	1107
-0.615385	4.71239	1029
-0.307692	-1.0472	1333
-0.307692	-0.523599	1854
-0.307692	-1.66533e-016	2631
-0.307692	0.523599	1873
-0.307692	1.0472	1394
-0.307692	0	1227
-0.307692	2.0944	1416
-0.307692	2.61799	1558
-0.307692	3.14159	1735
-0.307692	3.66519	1571
-0.307692	4.18879	1430
-0.307692	4.71239	1259
1.11022e-016	-1.0472	1544
1.11022e-016	-0.523599	2373
1.11022e-016	-1.66533e-016	3971
1.11022e-016	0.523599	2416
1.11022e-016	1.0472	1495
1.11022e-016	0	1436
1.11022e-016	2.0944	1586
1.11022e-016	2.61799	1862
1.11022e-016	3.14159	1982
1.11022e-016	3.66519	1847
1.11022e-016	4.18879	1587
1.11022e-016	4.71239	1548
0.307692	-1.0472	1300
0.307692	-0.523599	1907
0.307692	-1.66533e-016	2669
0.307692	0.523599	1829
0.307692	1.0472	1278
0.307692	0	1274
0.307692	2.0944	1393
0.307692	2.61799	1566
0.307692	3.14159	1730
0.307692	3.66519	1621
0.307692	4.18879	1383
0.307692	4.71239	1289
0.615385	-1.0472	1071
0.615385	-0.523599	1226
0.615385	-1.66533e-016	1484
0.615385	0.523599	1164
0.615385	1.0472	1073
0.615385	0	1063
0.615385	2.0944	1123
0.615385	2.61799	1302
0.615385	3.14159	1444
0.615385	3.66519	1254
0.615385	4.18879	1163
0.615385	4.71239	1009
0.923077	-1.0472	728
0.923077	-0.523599	784
0.923077	-1.66533e-016	884
0.923077	0.523599	842
0.923077	1.0472	750
0.923077	0	859
0.923077	2.0944	867
0.923077	2.61799	1046
0.923077	3.14159	1138
0.923077	3.66519	1055
0.923077	4.18879	905
0.923077	4.71239	764
1.23077	-1.0472	575
1.23077	-0.523599	554
1.23077	-1.66533e-016	560
1.23077	0.523599	556
1.23077	1.0472	511
1.23077	0	602
1.23077	2.0944	703
1.23077	2.61799	737
1.23077	3.14159	828
1.23077	3.66519	718
1.23077	4.18879	609
1.23077	4.71239	632
1.53846	-1.0472	307
1.53846	-0.523599	311
1.53846	-1.66533e-016	291
1.53846	0.523599	298
1.53846	1.0472	341
1.53846	0	357
1.53846	2.0944	407
1.53846	2.61799	449
1.53846	3.14159	483
1.53846	3.66519	441
1.53846	4.18879	413
1.53846	4.71239	379
1.84615	-1.0472	117
1.84615	-0.523599	111
1.84615	-1.66533e-016	95
1.84615	0.523599	98
1.84615	1.0472	109
1.84615	0	128
1.84615	2.0944	129
1.84615	2.61799	131
1.84615	3.14159	129
1.84615	3.66519	167
1.84615	4.18879	114
1.84615	4.71239	114
